report_date;line_item;spend_dkk;impressions;clicks;viewable_rate;attributed_revenue;currency
03/02/2025;HAVEHJ_Prog_Display_Alm_202502;15690.40;371339;1281;0.57;20119.07;DKK
14/05/2023;HAVEHJ_Prog_Video_Havesaeson_202305;33773.61;837711;2344;0.634;53753.34;DKK
25/01/2024;hh_dk_Prog_Video_Alm_202401;4767.68;430464;4325;0.668;8391.58;EUR
07/10/2023;HH_Prog_Display_Alm_202310;8208.91;196550;865;0.744;8751.56;DKK
03/03/2025;HAVEHJ_Prog_Display_Alm_202503;22131.51;353422;1258;0.68;18101.32;DKK
31/05/2023;hh_dk_Prog_Video_Havesaeson_202305;18241.40;225020;2200;0.62;36136.16;DKK
29/06/2023;HH_Prog_Video_Havesaeson_202306_kopi;28695.27;544974;1891;0.899;55349.21;DKK
17/03/2023;HH_Prog_Video_Alm_202303;19111.85;266721;1547;0.763;36666.61;DKK
04/12/2023;Havehjornet_Prog_Video_Jul_202312;3844.65;622885;2047;0.786;4704.53;EUR
29/12/2025;hh_dk_Prog_Video_Jul_202512_kopi;14569.60;168090;865;0.855;29311.34;DKK
02/10/2024;HAVEHJ_Prog_Video_Alm_202410;36181.50;474731;1832;0.61;80537.46;DKK
18/02/2024;hh_dk_Prog_Video_Alm_202402_kopi;20340.52;354597;1578;0.826;37772.06;DKK
12/03/2022;hh_dk_Prog_Display_Alm_202203_kopi;18051.11;206515;1137;0.637;20220.25;DKK
26/10/2025;Havehjornet_Prog_Video_Alm_202510;6477.04;1550951;3145;0.595;16648.38;EUR
12/10/2025;HH_Prog_Video_Alm_202510;46414.97;674891;2581;0.634;91930.52;DKK
18/04/2025;HAVEHJ_Prog_Display_Havesaeson_202504;12483.48;153244;700;0.578;12384.85;DKK
25/05/2024;Havehjornet_Prog_Display_Havesaeson_202405;17459.04;315774;1917;0.802;13773.78;DKK
30/10/2025;HH_Prog_Display_Alm_202510;13862.02;185217;734;0.776;10979.98;DKK
11/01/2024;HAVEHJ_Prog_Display_Alm_202401;19811.75;658209;2200;0.816;16868.58;DKK
26/02/2022;HH_Prog_Video_Alm_202202;2632.72;393825;1016;0.822;6165.62;EUR
06/04/2024;HH_Prog_Video_Havesaeson_202404;10395.41;267450;964;0.754;21242.89;DKK
15/02/2022;HH_Prog_Video_Alm_202202;28263.63;434379;3306;0.754;54572.19;DKK
21/04/2022;hh_dk_Prog_Video_Havesaeson_202204;35205.74;841073;1905;0.814;94911.49;DKK
01/03/2023;HAVEHJ_Prog_Video_Alm_202303;6577.20;121836;674;0.891;13377.30;DKK
14/05/2024;HAVEHJ_Prog_Display_Havesaeson_202405;17240.61;290388;1021;0.828;18181.53;DKK
24/04/2023;hh_dk_Prog_Video_Havesaeson_202304;1921.22;268247;1451;0.695;3698.21;EUR
25/11/2025;hh_dk_Prog_Video_BlackFriday_202511;13590.71;215733;1642;0.653;20905.38;DKK
01/10/2022;Havehjornet_Prog_Display_Alm_202210;11969.62;243868;766;0.788;12314.67;DKK
15/06/2025;Havehjornet_Prog_Display_Havesaeson_202506;16217.91;279201;1081;0.89;15698.91;DKK
05/03/2023;HAVEHJ_Prog_Display_Alm_202303_kopi;13795.87;313323;862;0.601;15088.51;DKK
03/11/2025;hh_dk_Prog_Display_BlackFriday_202511;13499.23;213859;975;0.89;18037.55;DKK
12/05/2022;Havehjornet_Prog_Display_Havesaeson_202205;1018.91;128362;529;0.831;1061.58;EUR
17/01/2022;Havehjornet_Prog_Display_Alm_202201;9778.07;125304;536;0.666;11773.04;DKK
07/08/2023;HH_Prog_Display_Alm_202308;2205.78;299196;987;0.742;2561.37;EUR
05/11/2024;HAVEHJ_Prog_Display_BlackFriday_202411;24534.97;724453;1264;0.849;17318.73;DKK
08/06/2022;HAVEHJ_Prog_Video_Havesaeson_202206;9790.36;130896;692;0.571;17099.12;DKK
28/10/2025;Havehjornet_Prog_Display_Alm_202510_kopi;12954.62;264248;1032;0.893;13880.29;DKK
21/06/2022;Havehjornet_Prog_Video_Havesaeson_202206;15138.99;220660;1073;0.807;34212.03;DKK
13/07/2023;HAVEHJ_Prog_Video_Alm_202307;2470.11;74270;250;0.731;4466.21;DKK
15/06/2025;HAVEHJ_Prog_Video_Havesaeson_202506;14554.23;199640;1135;0.735;24448.83;DKK
29/01/2023;Havehjornet_Prog_Display_Alm_202301;19605.25;281073;2276;0.711;17284.39;DKK
09/11/2023;hh_dk_Prog_Display_BlackFriday_202311;17831.88;206298;1105;0.831;18926.31;DKK
16/07/2025;HH_Prog_Display_Alm_202507;14039.34;206270;1216;0.837;19357.23;DKK
30/11/2025;HAVEHJ_Prog_Video_BlackFriday_202511;105011.48;2258879;7375;0.695;181204.39;DKK
27/10/2024;HAVEHJ_Prog_Display_Alm_202410;10174.71;169337;535;0.883;12070.31;DKK
10/03/2023;HAVEHJ_Prog_Video_Alm_202303;14092.23;158366;817;0.824;31232.69;DKK
04/08/2024;HH_Prog_Display_Alm_202408;10531.60;214168;714;0.66;15128.68;DKK
25/02/2024;Havehjornet_Prog_Display_Alm_202402;8953.14;120246;542;0.719;10366.13;DKK
14/08/2025;HH_Prog_Display_Alm_202508;7435.07;242669;415;0.636;9639.23;DKK
11/02/2024;HH_Prog_Video_Alm_202402_kopi;1904.25;167990;1686;0.823;3931.85;EUR
10/04/2025;hh_dk_Prog_Display_Havesaeson_202504;15659.34;256058;913;0.743;17975.53;DKK
01/10/2023;Havehjornet_Prog_Display_Alm_202310;31864.10;366716;2077;0.652;33292.77;DKK
02/12/2023;Havehjornet_Prog_Display_Jul_202312;19276.17;223783;1600;0.8;27755.80;DKK
06/06/2022;hh_dk_Prog_Display_Havesaeson_202206_kopi;13401.53;288355;685;0.853;15853.73;DKK
23/09/2023;HAVEHJ_Prog_Video_Alm_202309_kopi;19050.62;327297;1156;0.725;38698.70;DKK
25/10/2025;hh_dk_Prog_Display_Alm_202510;10979.72;321201;952;0.663;11916.17;DKK
26/10/2024;HH_Prog_Display_Alm_202410;1756.80;53461;90;0.795;1526.83;DKK
19/11/2024;hh_dk_Prog_Video_BlackFriday_202411;26494.52;415693;2676;0.719;47210.50;DKK
03/11/2025;hh_dk_Prog_Video_BlackFriday_202511;12447.37;202609;924;0.797;19879.15;DKK
05/03/2023;HAVEHJ_Prog_Video_Alm_202303;16984.76;477136;1114;0.684;30186.01;DKK
24/07/2024;Havehjornet_Prog_Video_Alm_202407;13830.32;297926;1300;0.839;21729.83;DKK
05/11/2022;HAVEHJ_Prog_Display_BlackFriday_202211;2026.52;455097;761;0.819;2104.76;EUR
19/04/2024;hh_dk_Prog_Display_Havesaeson_202404;10835.12;311787;857;0.597;10894.16;DKK
09/03/2022;HH_Prog_Video_Alm_202203;15646.23;425063;1483;0.735;30847.53;DKK
17/07/2023;Havehjornet_Prog_Display_Alm_202307_kopi;10336.33;114964;889;0.745;12048.08;DKK
27/03/2024;hh_dk_Prog_Display_Alm_202403;1392.56;161273;751;0.741;1446.01;EUR
26/05/2022;hh_dk_Prog_Display_Havesaeson_202205;2236.19;219789;884;0.886;2061.56;EUR
09/07/2022;Havehjornet_Prog_Display_Alm_202207;14179.60;345812;863;0.76;18043.48;DKK
01/10/2025;HH_Prog_Video_Alm_202510;5721.21;67375;520;0.716;10876.67;DKK
05/01/2023;Havehjornet_Prog_Display_Alm_202301;16900.05;201741;2086;0.552;17595.56;DKK
02/01/2026;Havehjornet_Prog_Display_Alm_202601;17457.97;209681;887;0.891;19823.87;DKK
10/11/2025;hh_dk_Prog_Video_BlackFriday_202511;23751.13;359367;1644;0.838;54436.78;DKK
27/03/2022;HAVEHJ_Prog_Video_Alm_202203;1826.45;170903;690;0.766;3904.54;EUR
09/04/2022;hh_dk_Prog_Display_Havesaeson_202204;28465.61;468208;3538;0.666;37014.08;DKK
13/09/2024;HAVEHJ_Prog_Display_Alm_202409;19926.24;651909;2132;0.874;28904.13;DKK
04/12/2024;hh_dk_Prog_Display_Jul_202412;1075.98;161141;424;0.775;1070.15;EUR
10/07/2025;HAVEHJ_Prog_Video_Alm_202507;23358.83;447499;1217;0.808;43130.02;DKK
22/10/2023;hh_dk_Prog_Display_Alm_202310;7015.65;124089;775;0.777;7375.49;DKK
04/09/2024;hh_dk_Prog_Video_Alm_202409;11070.53;312871;1179;0.842;34142.19;DKK
24/05/2022;hh_dk_Prog_Video_Havesaeson_202205;44514.78;919323;2321;0.878;86300.11;DKK
14/11/2022;hh_dk_Prog_Video_BlackFriday_202211;46259.81;793042;2446;0.685;82277.53;DKK
11/04/2023;Havehjornet_Prog_Video_Havesaeson_202304;11014.29;149856;1271;0.677;17802.82;DKK
23/07/2025;HAVEHJ_Prog_Display_Alm_202507;6282.40;139993;683;0.593;7020.59;DKK
27/07/2023;HH_Prog_Display_Alm_202307;17548.34;210615;922;0.762;18903.48;DKK
19/04/2023;HAVEHJ_Prog_Video_Havesaeson_202304_kopi;39012.18;563285;1960;0.699;92085.72;DKK
11/02/2025;HAVEHJ_Prog_Display_Alm_202502;13124.09;218556;669;0.682;15922.42;DKK
23/04/2024;hh_dk_Prog_Display_Havesaeson_202404;15621.85;396014;1290;0.697;18658.01;DKK
15/12/2022;HH_Prog_Display_Jul_202212;16006.74;182958;1006;0.865;18622.45;DKK
09/08/2024;HH_Prog_Display_Alm_202408;9137.18;145496;465;0.626;10573.84;DKK
25/05/2025;hh_dk_Prog_Display_Havesaeson_202505;5490.79;103363;289;0.841;7135.14;DKK
14/09/2022;Havehjornet_Prog_Video_Alm_202209;24069.00;404683;1370;0.887;50304.90;DKK
14/04/2024;Havehjornet_Prog_Display_Havesaeson_202404;23582.73;630771;2435;0.832;21995.15;DKK
04/07/2025;Havehjornet_Prog_Display_Alm_202507;16310.40;387378;1161;0.867;18339.18;DKK
21/01/2025;HH_Prog_Display_Alm_202501;12359.44;138544;828;0.897;14179.35;DKK
25/03/2024;HH_Prog_Video_Alm_202403;9712.80;287800;514;0.884;21292.28;DKK
04/07/2024;Havehjornet_Prog_Display_Alm_202407;7369.49;115432;392;0.786;8607.48;DKK
06/03/2024;Havehjornet_Prog_Video_Alm_202403_kopi;8476.06;100142;528;0.703;19597.34;DKK
19/12/2025;hh_dk_Prog_Video_Jul_202512;12224.95;155809;638;0.65;28688.29;DKK
20/08/2022;Havehjornet_Prog_Video_Alm_202208;22131.43;286063;1837;0.704;63419.27;DKK
02/06/2024;hh_dk_Prog_Display_Havesaeson_202406;6395.52;87995;558;0.756;6578.86;DKK
29/12/2025;hh_dk_Prog_Display_Jul_202512;25894.11;299949;1574;0.795;21274.32;DKK
24/09/2025;Havehjornet_Prog_Video_Alm_202509;2416.04;270968;1189;0.659;6528.56;EUR
02/01/2026;hh_dk_Prog_Video_Alm_202601;20173.46;385639;1192;0.779;26841.06;DKK
07/07/2023;HH_Prog_Display_Alm_202307;23525.66;767152;1937;0.595;29297.05;DKK
22/01/2023;Havehjornet_Prog_Video_Alm_202301;28749.57;710814;2881;0.732;63044.37;DKK
27/08/2022;Havehjornet_Prog_Display_Alm_202208_kopi;1631.56;135880;995;0.702;1753.20;EUR
16/06/2024;hh_dk_Prog_Display_Havesaeson_202406;10419.49;121362;607;0.632;11473.80;DKK
14/03/2023;hh_dk_Prog_Display_Alm_202303;5187.27;96727;599;0.695;5511.55;DKK
06/10/2025;HH_Prog_Display_Alm_202510;22946.92;740978;1205;0.579;39498.18;DKK
05/12/2024;HH_Prog_Display_Jul_202412;12729.78;252200;776;0.823;11906.52;DKK
07/07/2023;HAVEHJ_Prog_Video_Alm_202307;7838.39;101130;452;0.826;19361.54;DKK
26/11/2024;HAVEHJ_Prog_Display_BlackFriday_202411;9559.35;157886;493;0.702;11036.94;DKK
19/10/2025;Havehjornet_Prog_Video_Alm_202510;23840.94;363704;1338;0.819;47371.59;DKK
26/08/2025;HH_Prog_Display_Alm_202508;20275.10;339190;1084;0.854;27418.14;DKK
07/05/2025;Havehjornet_Prog_Display_Havesaeson_202505;18602.53;402084;1209;0.7;21118.76;DKK
02/11/2024;HH_Prog_Video_BlackFriday_202411;4725.74;78806;578;0.828;9898.77;DKK
02/08/2023;HAVEHJ_Prog_Display_Alm_202308;20002.10;322206;1155;0.894;19127.59;DKK
31/05/2024;hh_dk_Prog_Video_Havesaeson_202405;35331.74;481479;2638;0.705;77215.60;DKK
22/04/2023;hh_dk_Prog_Video_Havesaeson_202304;40188.18;689035;2312;0.894;58359.31;DKK
21/11/2025;HH_Prog_Video_BlackFriday_202511;46269.24;716721;2734;0.613;88359.76;DKK
12/06/2023;hh_dk_Prog_Video_Havesaeson_202306;41800.82;780578;2143;0.858;65335.99;DKK
01/09/2023;HH_Prog_Display_Alm_202309_kopi;16624.48;422860;895;0.816;19208.47;DKK
10/11/2025;HH_Prog_Display_BlackFriday_202511;13623.85;263509;810;0.706;11402.55;DKK
24/12/2022;HH_Prog_Video_Jul_202212;32692.05;457987;2890;0.595;62252.01;DKK
21/04/2025;HH_Prog_Video_Havesaeson_202504;72810.91;818417;8480;0.608;121843.28;DKK
12/09/2023;hh_dk_Prog_Video_Alm_202309;26795.04;389969;1465;0.809;46709.11;DKK
07/09/2022;Havehjornet_Prog_Video_Alm_202209;20960.41;252726;1523;0.882;38257.37;DKK
31/05/2022;HAVEHJ_Prog_Video_Havesaeson_202205;14243.39;255779;1039;0.678;24163.82;DKK
03/04/2025;HH_Prog_Video_Havesaeson_202504_kopi;2076.91;207533;1314;0.651;3398.41;EUR
09/12/2024;Havehjornet_Prog_Display_Jul_202412;11188.58;204722;598;0.656;15422.63;DKK
31/03/2024;Havehjornet_Prog_Display_Alm_202403_kopi;18524.60;326640;1994;0.889;24477.11;DKK
25/05/2022;HH_Prog_Display_Havesaeson_202205;1495.83;184209;1104;0.612;1174.60;EUR
10/01/2024;HAVEHJ_Prog_Display_Alm_202401;21864.04;304306;2076;0.677;23640.79;DKK
07/11/2024;HAVEHJ_Prog_Display_BlackFriday_202411;716.85;83552;312;0.667;662.88;EUR
29/06/2025;HAVEHJ_Prog_Display_Havesaeson_202506;2775.97;287725;2166;0.685;3001.25;EUR
29/03/2025;HAVEHJ_Prog_Display_Alm_202503_kopi;17404.24;276522;991;0.608;25728.01;DKK
27/09/2025;hh_dk_Prog_Display_Alm_202509;12255.83;249998;1060;0.67;9573.99;DKK
19/04/2022;HH_Prog_Display_Havesaeson_202204;18649.74;570699;938;0.594;18489.56;DKK
07/08/2024;HH_Prog_Video_Alm_202408;4127.44;73647;489;0.828;7292.91;DKK
19/05/2023;HAVEHJ_Prog_Video_Havesaeson_202305;29703.66;338594;1971;0.881;82568.28;DKK
22/07/2022;HAVEHJ_Prog_Display_Alm_202207;4930.81;60656;283;0.864;5262.14;DKK
18/11/2022;Havehjornet_Prog_Display_BlackFriday_202211;7558.37;102527;782;0.606;8772.83;DKK
26/06/2025;Havehjornet_Prog_Display_Havesaeson_202506;6745.33;78937;599;0.825;6353.47;DKK
25/10/2022;HH_Prog_Video_Alm_202210;3831.93;576711;3529;0.682;11593.46;EUR
06/07/2023;Havehjornet_Prog_Video_Alm_202307;2310.45;437137;907;0.817;4073.21;EUR
12/02/2022;hh_dk_Prog_Display_Alm_202202;11273.97;198757;780;0.821;11135.52;DKK
09/12/2024;Havehjornet_Prog_Video_Jul_202412;786.08;70825;489;0.588;1477.00;EUR
29/10/2023;HH_Prog_Video_Alm_202310;31305.59;666279;1733;0.782;62165.42;DKK
28/11/2024;hh_dk_Prog_Display_BlackFriday_202411;6276.36;101836;407;0.688;4830.14;DKK
02/03/2023;hh_dk_Prog_Display_Alm_202303;9503.20;146382;535;0.873;9347.45;DKK
29/11/2024;HH_Prog_Display_BlackFriday_202411;11031.19;176905;663;0.633;12102.02;DKK
25/09/2023;hh_dk_Prog_Display_Alm_202309;7044.76;86617;581;0.801;7230.51;DKK
19/07/2025;HAVEHJ_Prog_Display_Alm_202507;886.78;124586;502;0.597;1008.51;EUR
09/03/2023;Havehjornet_Prog_Display_Alm_202303;9707.06;110016;1052;0.755;12598.71;DKK
08/03/2023;HAVEHJ_Prog_Video_Alm_202303;16831.76;347626;1450;0.867;27064.46;DKK
02/05/2022;Havehjornet_Prog_Display_Havesaeson_202205;1184.16;182500;945;0.634;1265.02;EUR
25/09/2023;Havehjornet_Prog_Video_Alm_202309;25816.43;423485;1783;0.598;47808.70;DKK
08/03/2023;Havehjornet_Prog_Display_Alm_202303;15885.14;185991;1766;0.602;19796.75;DKK
14/12/2022;HAVEHJ_Prog_Display_Jul_202212;2058.17;204489;1230;0.659;2179.65;EUR
13/10/2023;Havehjornet_Prog_Display_Alm_202310_kopi;17757.16;253386;968;0.85;22712.85;DKK
17/08/2025;hh_dk_Prog_Display_Alm_202508;29808.40;945675;1666;0.572;19121.74;DKK
03/08/2025;HH_Prog_Display_Alm_202508_kopi;3021.49;35154;266;0.738;3419.28;DKK
01/05/2025;Havehjornet_Prog_Display_Havesaeson_202505;14040.38;208406;746;0.567;14778.73;DKK
19/07/2024;HAVEHJ_Prog_Video_Alm_202407;3958.03;115317;205;0.755;9345.16;DKK
29/08/2022;HH_Prog_Display_Alm_202208;18780.21;296283;2221;0.851;30816.39;DKK
31/10/2022;HH_Prog_Video_Alm_202210;4992.62;457241;2156;0.746;10540.91;EUR
21/03/2023;hh_dk_Prog_Video_Alm_202303;1162.98;120662;489;0.721;2551.80;EUR
02/08/2022;hh_dk_Prog_Display_Alm_202208;1143.79;125566;807;0.823;830.32;EUR
01/07/2023;HAVEHJ_Prog_Video_Alm_202307;6454.47;196205;385;0.637;15071.53;DKK
26/05/2024;HH_Prog_Video_Havesaeson_202405;25536.88;333720;1724;0.732;45307.96;DKK
27/06/2025;Havehjornet_Prog_Video_Havesaeson_202506;6714.39;159063;502;0.861;14256.25;DKK
08/11/2025;hh_dk_Prog_Display_BlackFriday_202511;15636.12;235211;1378;0.618;16944.79;DKK
17/06/2024;HH_Prog_Video_Havesaeson_202406;24896.30;681173;2198;0.809;47570.38;DKK
26/01/2022;hh_dk_Prog_Display_Alm_202201;9745.60;183127;872;0.87;13011.90;DKK
01/05/2024;hh_dk_Prog_Video_Havesaeson_202405;42469.01;984503;2315;0.751;83492.69;DKK
29/05/2022;Havehjornet_Prog_Display_Havesaeson_202205;2828.33;234831;2278;0.712;3464.94;EUR
27/12/2022;hh_dk_Prog_Display_Jul_202212;8451.60;206232;548;0.809;7719.00;DKK
03/09/2022;HAVEHJ_Prog_Video_Alm_202209;49325.98;1148774;3476;0.607;106840.18;DKK
10/07/2023;hh_dk_Prog_Display_Alm_202307;28363.48;582858;1707;0.839;30817.04;DKK
30/04/2022;HH_Prog_Video_Havesaeson_202204;34423.19;816340;1757;0.618;75648.32;DKK
12/11/2023;hh_dk_Prog_Video_BlackFriday_202311;32440.78;360928;1862;0.876;53863.13;DKK
06/03/2023;hh_dk_Prog_Display_Alm_202303;18696.57;209122;1098;0.713;24004.11;DKK
04/09/2024;HH_Prog_Display_Alm_202409;17916.42;527423;974;0.564;27070.25;DKK
10/10/2024;HAVEHJ_Prog_Display_Alm_202410;6712.34;79160;374;0.587;6825.89;DKK
06/08/2022;Havehjornet_Prog_Video_Alm_202208;6087.68;193240;709;0.711;12797.16;DKK
28/05/2022;Havehjornet_Prog_Video_Havesaeson_202205_kopi;27674.71;376059;1416;0.64;48947.99;DKK
11/08/2022;HAVEHJ_Prog_Display_Alm_202208;26635.33;612442;1814;0.847;25022.17;DKK
26/08/2024;Havehjornet_Prog_Display_Alm_202408;2781.43;602411;1131;0.802;4803.26;EUR
17/01/2022;HAVEHJ_Prog_Video_Alm_202201;15664.80;245903;920;0.842;25264.10;DKK
23/08/2025;Havehjornet_Prog_Display_Alm_202508;13104.14;159822;721;0.85;11994.27;DKK
15/01/2022;HH_Prog_Display_Alm_202201_kopi;32364.67;784075;2590;0.818;36048.04;DKK
15/06/2023;hh_dk_Prog_Display_Havesaeson_202306;2365.84;254851;934;0.684;1984.08;EUR
17/01/2023;HAVEHJ_Prog_Video_Alm_202301;10125.55;286051;719;0.554;15416.12;DKK
03/05/2022;HH_Prog_Video_Havesaeson_202205;13232.43;169313;742;0.836;24596.87;DKK
29/06/2023;Havehjornet_Prog_Display_Havesaeson_202306;13387.11;266559;1669;0.634;12186.15;DKK
31/01/2023;Havehjornet_Prog_Display_Alm_202301;19365.81;351289;996;0.741;24904.30;DKK
19/11/2023;hh_dk_Prog_Display_BlackFriday_202311_kopi;9070.61;140281;606;0.835;7732.38;DKK
31/07/2024;hh_dk_Prog_Display_Alm_202407;11848.32;201845;740;0.714;14354.31;DKK
07/06/2024;Havehjornet_Prog_Video_Havesaeson_202406;14551.56;187658;806;0.892;29793.57;DKK
18/04/2024;hh_dk_Prog_Display_Havesaeson_202404_kopi;10915.72;251526;1011;0.646;10390.80;DKK
11/06/2023;HAVEHJ_Prog_Display_Havesaeson_202306;13658.05;267282;1385;0.657;18421.84;DKK
26/07/2025;HAVEHJ_Prog_Display_Alm_202507;5240.82;59188;454;0.778;7544.65;DKK
08/07/2024;HAVEHJ_Prog_Display_Alm_202407;8433.25;141222;443;0.787;8102.54;DKK
01/02/2022;hh_dk_Prog_Display_Alm_202202_kopi;12923.29;208877;701;0.568;14939.28;DKK
31/05/2025;hh_dk_Prog_Display_Havesaeson_202505;14752.46;202842;1536;0.745;20663.26;DKK
27/08/2024;hh_dk_Prog_Video_Alm_202408;37550.94;978336;2443;0.889;75937.26;DKK
01/11/2022;HAVEHJ_Prog_Video_BlackFriday_202211;31347.67;514197;1846;0.69;58656.98;DKK
20/04/2025;Havehjornet_Prog_Display_Havesaeson_202504;11824.10;391858;623;0.793;16531.89;DKK
01/12/2022;Havehjornet_Prog_Video_Jul_202212;1350.17;207956;542;0.616;2461.18;EUR
30/01/2024;Havehjornet_Prog_Display_Alm_202401;3273.32;56141;196;0.634;4274.21;DKK
07/03/2023;HH_Prog_Video_Alm_202303;2132.45;190371;872;0.742;5407.98;EUR
23/01/2025;HH_Prog_Display_Alm_202501;13854.55;220248;805;0.645;16160.13;DKK
19/05/2024;HH_Prog_Video_Havesaeson_202405;28746.05;347097;1968;0.795;59668.71;DKK
28/12/2023;Havehjornet_Prog_Video_Jul_202312;35298.07;470169;2413;0.623;73850.59;DKK
18/12/2022;hh_dk_Prog_Video_Jul_202212;43152.65;533363;3252;0.678;69772.22;DKK
03/03/2022;Havehjornet_Prog_Video_Alm_202203;13675.54;161024;1087;0.66;23151.72;DKK
08/01/2024;hh_dk_Prog_Video_Alm_202401;2699.87;275667;1049;0.701;5844.57;EUR
28/06/2025;hh_dk_Prog_Video_Havesaeson_202506;13044.96;262903;1173;0.869;21656.40;DKK
20/06/2022;HH_Prog_Display_Havesaeson_202206;1583.90;231445;971;0.72;1937.96;EUR
31/05/2023;hh_dk_Prog_Display_Havesaeson_202305;24552.40;391047;1719;0.863;26232.22;DKK
13/11/2025;hh_dk_Prog_Video_BlackFriday_202511;49431.23;662323;3780;0.822;98777.34;DKK
27/12/2024;HAVEHJ_Prog_Display_Jul_202412;13743.48;224294;702;0.816;19341.70;DKK
11/03/2023;Havehjornet_Prog_Display_Alm_202303;2298.41;32092;150;0.673;3479.79;DKK
13/07/2025;HAVEHJ_Prog_Video_Alm_202507_kopi;1607.48;184276;1202;0.733;2985.99;EUR
29/05/2024;Havehjornet_Prog_Display_Havesaeson_202405;19910.61;322898;1038;0.662;26673.30;DKK
21/06/2024;hh_dk_Prog_Display_Havesaeson_202406;16217.90;249408;1897;0.658;23680.72;DKK
29/07/2024;HAVEHJ_Prog_Video_Alm_202407;708.01;169727;627;0.71;1355.22;EUR
22/01/2023;HAVEHJ_Prog_Display_Alm_202301;726.13;77661;584;0.865;1125.46;EUR
10/02/2025;HAVEHJ_Prog_Display_Alm_202502;7977.81;193256;532;0.733;6431.05;DKK
18/06/2022;HH_Prog_Video_Havesaeson_202206;2018.47;396050;1385;0.645;4341.31;EUR
23/09/2023;HH_Prog_Display_Alm_202309;19311.59;556167;1042;0.616;18715.21;DKK
08/11/2024;HH_Prog_Display_BlackFriday_202411;6925.99;85250;648;0.845;10949.99;DKK
08/10/2023;hh_dk_Prog_Display_Alm_202310;10822.33;139835;761;0.858;18130.13;DKK
21/04/2025;hh_dk_Prog_Display_Havesaeson_202504;16832.12;474638;958;0.831;23950.97;DKK
27/10/2025;HAVEHJ_Prog_Video_Alm_202510;4735.55;466639;2010;0.754;10799.31;EUR
26/03/2024;HH_Prog_Video_Alm_202403;11812.14;279684;827;0.826;23963.35;DKK
16/09/2025;hh_dk_Prog_Video_Alm_202509;25056.08;410294;1450;0.789;54186.43;DKK
23/02/2022;hh_dk_Prog_Display_Alm_202202;1921.19;371033;1321;0.727;1916.97;EUR
23/01/2022;HH_Prog_Display_Alm_202201;2758.96;303776;1272;0.675;4294.06;EUR
20/12/2023;hh_dk_Prog_Display_Jul_202312;22286.03;459540;1601;0.885;26794.60;DKK
29/09/2023;HAVEHJ_Prog_Video_Alm_202309;4030.13;115923;410;0.642;8577.00;DKK
17/04/2022;Havehjornet_Prog_Video_Havesaeson_202204;23906.92;301143;1329;0.587;53297.50;DKK
25/09/2022;Havehjornet_Prog_Display_Alm_202209;16179.12;211876;861;0.727;19002.99;DKK
23/09/2024;Havehjornet_Prog_Video_Alm_202409;16066.97;304458;1109;0.787;31881.69;DKK
03/02/2022;HH_Prog_Video_Alm_202202;18101.12;295641;1393;0.665;31308.91;DKK
23/03/2025;Havehjornet_Prog_Display_Alm_202503;21557.24;561551;1460;0.565;31807.16;DKK
28/07/2024;HAVEHJ_Prog_Video_Alm_202407;12143.64;331408;1224;0.786;25966.76;DKK
27/02/2025;Havehjornet_Prog_Display_Alm_202502;15571.03;431094;885;0.76;19522.61;DKK
29/11/2023;Havehjornet_Prog_Video_BlackFriday_202311;32665.29;821418;3034;0.662;55563.08;DKK
19/09/2024;Havehjornet_Prog_Display_Alm_202409;482.13;83590;359;0.599;720.58;EUR
16/10/2025;hh_dk_Prog_Video_Alm_202510;4587.82;123647;240;0.649;7967.99;DKK
24/05/2025;Havehjornet_Prog_Display_Havesaeson_202505;20587.47;230928;2249;0.703;32164.51;DKK
31/12/2022;hh_dk_Prog_Display_Jul_202212;11493.50;184859;785;0.687;13502.49;DKK
04/05/2022;HH_Prog_Video_Havesaeson_202205;17642.18;217722;1170;0.74;47474.08;DKK
17/09/2024;HH_Prog_Display_Alm_202409;16062.60;265753;1229;0.894;12602.48;DKK
24/07/2025;HAVEHJ_Prog_Display_Alm_202507;14640.73;212963;788;0.771;16246.23;DKK
05/12/2025;HH_Prog_Video_Jul_202512;38802.52;525871;4559;0.831;69159.56;DKK
31/03/2025;Havehjornet_Prog_Display_Alm_202503;12885.05;206722;1175;0.68;11863.43;DKK
08/06/2025;HH_Prog_Display_Havesaeson_202506;14805.85;178014;1173;0.867;12173.60;DKK
19/11/2022;Havehjornet_Prog_Display_BlackFriday_202211;6959.98;118594;615;0.873;8135.40;DKK
13/05/2025;Havehjornet_Prog_Video_Havesaeson_202505_kopi;22165.58;579578;1243;0.724;39247.13;DKK
15/10/2022;HH_Prog_Video_Alm_202210;35682.36;967188;2209;0.652;70738.82;DKK
26/01/2025;HH_Prog_Video_Alm_202501;42419.83;513303;3305;0.625;57781.28;DKK
07/03/2022;hh_dk_Prog_Display_Alm_202203_kopi;11835.27;385391;1325;0.7;10629.14;DKK
06/02/2022;Havehjornet_Prog_Video_Alm_202202;2408.47;277805;1579;0.577;5295.17;EUR
21/12/2023;HH_Prog_Display_Jul_202312;13332.53;204628;1087;0.884;9692.24;DKK
31/08/2025;Havehjornet_Prog_Video_Alm_202508;16370.10;232588;848;0.87;35078.44;DKK
11/12/2023;HH_Prog_Video_Jul_202312;36923.72;878707;2850;0.793;70837.47;DKK
