Campaign name;Amount spent (DKK);Impressions;Link clicks;Purchases;Purchase conversion value;date_str;currency
HAVEHJ_Social_Retargeting_Havesaeson_202404;9139,34;104855;2151;35;23356,52;09.04.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202303;6588,16;47105;2128;24;13310,94;27.03.2023;DKK
Havehjornet_Social_Retargeting_Alm_202310_kopi;8889,29;125712;1271;35;26632,80;25.10.2023;DKK
HAVEHJ_Social_Prospecting_Jul_202512;9950,26;67684;1262;41;25057,71;28.12.2025;DKK
HH_Social_Retargeting_Alm_202208;315,68;12772;546;12;910,97;23.08.2022;EUR
HH_Social_Prospecting_Alm_202310;15828,65;89531;3566;65;35563,10;28.10.2023;DKK
HAVEHJ_Social_Retargeting_Alm_202207;5673,74;53811;875;24;12791,67;12.07.2022;DKK
hh_dk_Social_Retargeting_Alm_202203;4466,28;47526;672;17;14222,97;03.03.2022;DKK
Havehjornet_Social_Retargeting_Alm_202308;9181,25;97257;1229;40;22327,02;15.08.2023;DKK
hh_dk_Social_Prospecting_Havesaeson_202206;12332,72;164751;2304;58;37705,99;04.06.2022;DKK
Havehjornet_Social_Retargeting_Alm_202208;7246,94;48355;1152;28;15798,92;13.08.2022;DKK
HH_Social_Retargeting_Havesaeson_202206;9869,69;54053;1975;47;28505,35;06.06.2022;DKK
Havehjornet_Social_Retargeting_Alm_202409;12362,21;104862;2930;50;46762,30;29.09.2024;DKK
HAVEHJ_Social_Prospecting_Alm_202502;26108,62;143557;6897;122;88326,81;16.02.2025;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202206;13332,56;108345;2633;49;25244,31;23.06.2022;DKK
HH_Social_Retargeting_Alm_202510;7274,05;52235;1773;30;24712,55;07.10.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202301;23322,72;168561;4142;131;63220,74;13.01.2023;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202406;6856,70;73655;1639;27;14442,28;11.06.2024;DKK
HH_Social_Prospecting_Alm_202410;1732,92;73225;4155;70;5188,35;30.10.2024;EUR
HAVEHJ_Social_Prospecting_Alm_202408;27892,27;280524;5914;151;93644,73;15.08.2024;DKK
Havehjornet_Social_Prospecting_Alm_202503;23482,33;323623;3226;130;99892,08;04.03.2025;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202505;7963,95;62723;2071;37;19306,36;14.05.2025;DKK
HH_Social_Prospecting_BlackFriday_202411_kopi;45991,38;298491;14513;218;160558,63;04.11.2024;DKK
hh_dk_Social_Prospecting_Havesaeson_202405;43159,54;534039;11564;243;127123,81;11.05.2024;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202304;22184,56;185727;6598;95;69971,01;04.04.2023;DKK
hh_dk_Social_Prospecting_Jul_202512;1948,57;85542;3662;69;4194,56;03.12.2025;EUR
HH_Social_Retargeting_Alm_202403;3951,89;44224;502;20;7970,13;16.03.2024;DKK
hh_dk_Social_Prospecting_Alm_202402;27841,19;298691;7561;139;103884,45;13.02.2024;DKK
Havehjornet_Social_Retargeting_Alm_202203;6511,70;128210;1173;33;17995,69;06.03.2022;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202204;20386,48;169246;5442;95;56098,80;21.04.2022;DKK
Havehjornet_Social_Prospecting_Jul_202212;2170,01;115459;4318;68;7101,51;09.12.2022;EUR
HAVEHJ_Social_Retargeting_Havesaeson_202204;9561,07;167975;3098;42;24752,84;14.04.2022;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202306_kopi;4426,90;43822;1021;20;8231,22;04.06.2023;DKK
HH_Social_Prospecting_Alm_202203;2739,71;304665;3062;111;6449,43;22.03.2022;EUR
hh_dk_Social_Prospecting_Havesaeson_202404;23903,58;464758;4704;135;82079,44;08.04.2024;DKK
HAVEHJ_Social_Prospecting_Alm_202209;24444,27;476865;7605;117;85164,95;07.09.2022;DKK
Havehjornet_Social_Retargeting_Jul_202212;13085,81;129407;1955;50;47101,13;06.12.2022;DKK
Havehjornet_Social_Prospecting_Alm_202210;16024,98;87941;5060;73;40156,32;26.10.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202510;2747,08;119432;3042;114;9825,07;16.10.2025;EUR
Havehjornet_Social_Retargeting_Alm_202302;8204,36;89989;1225;34;15809,69;25.02.2023;DKK
HH_Social_Retargeting_Havesaeson_202306;8667,28;60964;1117;33;27258,37;15.06.2023;DKK
Havehjornet_Social_Prospecting_Havesaeson_202404;17034,20;125978;4349;88;45298,56;24.04.2024;DKK
Havehjornet_Social_Prospecting_Alm_202208;27905,29;221829;5272;145;104724,72;07.08.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202308;46574,48;473732;9817;227;88389,68;24.08.2023;DKK
HAVEHJ_Social_Prospecting_Jul_202512;9413,85;49173;1582;49;24203,77;23.12.2025;DKK
HH_Social_Prospecting_Havesaeson_202206;12297,40;97682;2735;60;40317,76;26.06.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202501;3723,67;31163;608;14;9382,44;16.01.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202309;4614,94;37781;853;20;13106,67;28.09.2023;DKK
Havehjornet_Social_Retargeting_Alm_202503;12818,60;123872;2685;46;31836,75;08.03.2025;DKK
Havehjornet_Social_Retargeting_Alm_202402;4751,20;26770;623;20;14996,57;23.02.2024;DKK
HH_Social_Retargeting_BlackFriday_202211;4600,60;36614;1003;18;17491,70;08.11.2022;DKK
HAVEHJ_Social_Retargeting_Jul_202212;7127,87;49438;1482;30;19315,18;15.12.2022;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202204;5571,81;36780;1276;23;14248,84;20.04.2022;DKK
Havehjornet_Social_Retargeting_Havesaeson_202506;4776,29;36611;1101;18;13700,53;12.06.2025;DKK
HH_Social_Prospecting_Alm_202508;21347,59;223343;5274;101;53809,76;29.08.2025;DKK
Havehjornet_Social_Retargeting_Alm_202301;1169,82;52813;2575;32;2055,02;30.01.2023;EUR
hh_dk_Social_Retargeting_Havesaeson_202504;15115,81;100416;2713;62;58476,97;18.04.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202409;4065,80;22977;611;19;10912,04;21.09.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202403;13975,07;233196;3777;57;25773,25;18.03.2024;DKK
hh_dk_Social_Prospecting_Alm_202208;34709,10;267800;4474;161;123924,77;27.08.2022;DKK
Havehjornet_Social_Retargeting_Alm_202507;5634,80;31419;849;24;18474,20;31.07.2025;DKK
HH_Social_Prospecting_Alm_202508;33990,88;240246;5873;173;82554,44;09.08.2025;DKK
hh_dk_Social_Prospecting_Jul_202412;2646,15;106591;4674;97;8048,62;13.12.2024;EUR
hh_dk_Social_Prospecting_Alm_202310;15628,03;79029;2875;88;62608,40;26.10.2023;DKK
hh_dk_Social_Prospecting_Alm_202303;5551,10;221973;9905;170;10475,30;26.03.2023;EUR
hh_dk_Social_Retargeting_BlackFriday_202511;8203,50;42026;1245;38;19337,38;30.11.2025;DKK
Havehjornet_Social_Retargeting_Alm_202309;7712,32;79734;2120;29;28161,05;21.09.2023;DKK
Havehjornet_Social_Retargeting_Alm_202407;20291,40;227620;2571;87;53800,74;12.07.2024;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202306;5805,55;60774;1275;25;25397,46;19.06.2023;DKK
Havehjornet_Social_Prospecting_Alm_202309;51198,14;308493;16995;223;113592,73;08.09.2023;DKK
hh_dk_Social_Retargeting_Jul_202212;6779,60;119149;926;31;15688,36;05.12.2022;DKK
hh_dk_Social_Retargeting_Havesaeson_202406;6020,91;37721;825;24;15675,14;05.06.2024;DKK
Havehjornet_Social_Retargeting_Alm_202410;2816,06;23034;422;12;7075,95;04.10.2024;DKK
hh_dk_Social_Retargeting_Jul_202412;6406,93;32407;1092;24;14019,12;04.12.2024;DKK
HH_Social_Retargeting_Alm_202210;1019,51;45954;1037;37;2827,56;23.10.2022;EUR
Havehjornet_Social_Prospecting_Alm_202302;6285,24;67147;786;27;14906,33;04.02.2023;DKK
HH_Social_Retargeting_Alm_202508;1795,82;107187;2799;52;3894,32;14.08.2025;EUR
hh_dk_Social_Retargeting_Alm_202510;347,46;18767;755;9;861,63;04.10.2025;EUR
HAVEHJ_Social_Retargeting_Alm_202308;5453,07;62294;870;25;13616,30;27.08.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202407;1555,59;71319;2368;51;3293,00;04.07.2024;EUR
HAVEHJ_Social_Prospecting_Alm_202209;10552,63;64666;1594;56;32512,73;25.09.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202502;10939,56;68466;1400;54;22072,19;05.02.2025;DKK
HH_Social_Prospecting_Alm_202207;1421,23;117007;3381;57;3508,71;18.07.2022;EUR
HH_Social_Retargeting_Alm_202410;14001,87;119908;2301;66;30334,69;21.10.2024;DKK
HAVEHJ_Social_Prospecting_Alm_202210;13128,93;112181;4133;63;33113,88;23.10.2022;DKK
hh_dk_Social_Prospecting_Alm_202502;18099,31;114779;2420;87;62807,14;23.02.2025;DKK
Havehjornet_Social_Retargeting_Alm_202409;4390,35;23557;850;22;9749,34;11.09.2024;DKK
Havehjornet_Social_Retargeting_Alm_202409;1298,33;88477;2442;37;3493,70;14.09.2024;EUR
HAVEHJ_Social_Retargeting_Alm_202309;1198,71;72245;2420;35;2479,38;17.09.2023;EUR
Havehjornet_Social_Retargeting_Alm_202308;7448,04;39143;2001;28;23222,91;05.08.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202409;9332,88;50815;2099;48;27409,92;16.09.2024;DKK
Havehjornet_Social_Retargeting_BlackFriday_202511;818,47;46520;1451;23;2708,32;08.11.2025;EUR
hh_dk_Social_Prospecting_Alm_202202;39890,06;333319;7031;178;130295,35;18.02.2022;DKK
HH_Social_Prospecting_Alm_202209;16377,39;282838;2497;88;48400,95;06.09.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202407;16021,77;114926;4602;82;47687,68;28.07.2024;DKK
Havehjornet_Social_Prospecting_Alm_202409;1306,67;171638;1512;55;5173,30;30.09.2024;EUR
HH_Social_Retargeting_Jul_202212;3699,10;34958;1062;18;7857,32;17.12.2022;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202305;1349,85;153838;1271;39;2674,96;16.05.2023;EUR
hh_dk_Social_Retargeting_Alm_202503;8765,36;84417;1197;33;17983,86;06.03.2025;DKK
HH_Social_Prospecting_Alm_202303;16421,30;128070;4169;75;61807,54;25.03.2023;DKK
hh_dk_Social_Prospecting_BlackFriday_202311;18382,62;267965;2864;96;33697,86;08.11.2023;DKK
hh_dk_Social_Retargeting_Jul_202412;354,00;45938;634;12;711,98;24.12.2024;EUR
HAVEHJ_Social_Prospecting_Alm_202309;17823,47;268258;4616;95;42144,69;02.09.2023;DKK
hh_dk_Social_Prospecting_Alm_202401;1030,45;41211;2195;33;2977,09;19.01.2024;EUR
HH_Social_Retargeting_Alm_202410;9371,67;52886;1504;42;21774,03;16.10.2024;DKK
HH_Social_Prospecting_Jul_202312;21373,41;148150;6542;112;59750,49;07.12.2023;DKK
Havehjornet_Social_Retargeting_Alm_202310;4168,60;37603;1020;16;9301,78;05.10.2023;DKK
HH_Social_Retargeting_Alm_202302;4403,14;72258;583;21;10818,62;27.02.2023;DKK
hh_dk_Social_Retargeting_BlackFriday_202511;8433,46;86259;1708;35;25723,31;14.11.2025;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202306;5665,72;97389;730;21;12580,11;27.06.2023;DKK
HH_Social_Retargeting_Alm_202309;9612,38;83677;3170;37;27462,27;14.09.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202210;5469,88;292677;6039;183;13886,41;31.10.2022;EUR
HH_Social_Retargeting_Alm_202403;1553,72;129204;2499;44;4744,01;19.03.2024;EUR
HH_Social_Retargeting_Alm_202309_kopi;6462,24;53686;1248;24;16141,37;25.09.2023;DKK
HAVEHJ_Social_Retargeting_Alm_202201;984,71;138561;950;33;1715,44;23.01.2022;EUR
HH_Social_Prospecting_Alm_202210;26991,12;160807;5810;126;71073,99;12.10.2022;DKK
HH_Social_Prospecting_Alm_202301;9370,05;52964;1338;46;20995,76;20.01.2023;DKK
Havehjornet_Social_Retargeting_Jul_202312;6923,29;55133;2063;32;22772,03;04.12.2023;DKK
Havehjornet_Social_Prospecting_Alm_202507;1604,01;98110;3645;57;4687,56;15.07.2025;EUR
HAVEHJ_Social_Prospecting_Alm_202509;9356,89;64168;2672;51;24053,34;23.09.2025;DKK
Havehjornet_Social_Prospecting_Alm_202509;1903,20;152753;1846;60;7021,28;11.09.2025;EUR
Havehjornet_Social_Retargeting_Alm_202302_kopi;14173,15;102830;4366;67;47547,25;14.02.2023;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202505;4437,34;27459;1022;17;17302,19;02.05.2025;DKK
HH_Social_Prospecting_Alm_202402;10470,51;169378;1747;57;28764,86;12.02.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202407;1288,90;119795;1560;48;2929,91;25.07.2024;EUR
Havehjornet_Social_Prospecting_Alm_202301;18596,07;150407;5479;95;43859,94;27.01.2023;DKK
hh_dk_Social_Prospecting_Alm_202210;6999,30;85028;1262;34;16573,03;10.10.2022;DKK
hh_dk_Social_Retargeting_Alm_202507;7089,29;59902;1003;29;22231,09;16.07.2025;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202406;6831,54;48211;2275;30;18226,46;18.06.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202303;897,05;113414;2190;33;1988,22;22.03.2023;EUR
HH_Social_Retargeting_Alm_202207;2762,65;17146;562;11;8125,31;03.07.2022;DKK
Havehjornet_Social_Prospecting_Havesaeson_202406;17375,25;123410;2403;96;63016,01;12.06.2024;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202306;931,71;36640;1001;31;2837,46;16.06.2023;EUR
hh_dk_Social_Prospecting_Havesaeson_202406;36301,62;419898;9946;190;130109,33;02.06.2024;DKK
HH_Social_Retargeting_Alm_202508;2957,59;45220;379;13;7489,91;03.08.2025;DKK
Havehjornet_Social_Prospecting_Havesaeson_202404;2902,84;115239;4638;106;7521,35;18.04.2024;EUR
HAVEHJ_Social_Retargeting_Alm_202207;902,66;46175;1037;32;2388,89;04.07.2022;EUR
hh_dk_Social_Prospecting_Alm_202402_kopi;21654,74;140911;4974;123;56011,84;28.02.2024;DKK
hh_dk_Social_Prospecting_Havesaeson_202405_kopi;45967,29;290415;8502;204;108289,35;31.05.2024;DKK
Havehjornet_Social_Retargeting_Havesaeson_202304;7320,97;56795;1731;27;31675,60;27.04.2023;DKK
Havehjornet_Social_Retargeting_Alm_202301;5405,27;43228;777;22;12308,20;12.01.2023;DKK
hh_dk_Social_Retargeting_Alm_202407;1439,51;65199;1484;42;3456,79;14.07.2024;EUR
HH_Social_Prospecting_Alm_202510;16448,71;321892;4525;72;36494,94;14.10.2025;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202306;30416,58;186856;4218;147;99117,61;03.06.2023;DKK
HH_Social_Prospecting_Alm_202509;6966,17;80475;1127;29;22428,86;25.09.2025;DKK
hh_dk_Social_Prospecting_Alm_202508;4393,34;166320;5570;136;14257,42;02.08.2025;EUR
Havehjornet_Social_Prospecting_Alm_202510;9976,78;177734;1692;54;28573,97;03.10.2025;DKK
Havehjornet_Social_Retargeting_BlackFriday_202311;795,85;70558;1086;25;1934,23;09.11.2023;EUR
HH_Social_Retargeting_Alm_202307;4999,22;48176;736;18;11566,47;21.07.2023;DKK
Havehjornet_Social_Retargeting_Alm_202508;7753,95;67514;1271;29;15873,74;29.08.2025;DKK
Havehjornet_Social_Retargeting_Alm_202308;1153,67;46174;1111;33;3983,29;03.08.2023;EUR
HAVEHJ_Social_Retargeting_BlackFriday_202311;8268,32;48863;1259;37;27571,91;26.11.2023;DKK
HAVEHJ_Social_Retargeting_Alm_202308;27328,05;176578;4031;118;58152,68;14.08.2023;DKK
hh_dk_Social_Retargeting_BlackFriday_202511;10771,74;155983;2860;40;24611,53;12.11.2025;DKK
HH_Social_Retargeting_BlackFriday_202411;2825,22;24256;903;13;6125,56;24.11.2024;DKK
HAVEHJ_Social_Prospecting_Jul_202212;10909,15;142836;1523;50;37529,23;25.12.2022;DKK
Havehjornet_Social_Prospecting_Alm_202209_kopi;20049,90;251384;5220;84;58014,67;03.09.2022;DKK
HH_Social_Retargeting_Alm_202303;6084,74;99871;1570;28;13490,68;12.03.2023;DKK
Havehjornet_Social_Retargeting_Havesaeson_202206;3592,23;23871;921;16;9823,90;13.06.2022;DKK
Havehjornet_Social_Prospecting_Alm_202502;31263,08;297973;6841;172;82398,10;25.02.2025;DKK
hh_dk_Social_Prospecting_Alm_202307;4505,99;309025;6327;155;11837,56;26.07.2023;EUR
hh_dk_Social_Retargeting_Alm_202409_kopi;5021,32;72832;662;22;9978,77;12.09.2024;DKK
Havehjornet_Social_Prospecting_BlackFriday_202511;19884,58;105781;3483;99;49253,18;29.11.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202301;15715,83;84553;2844;59;37470,73;22.01.2023;DKK
Havehjornet_Social_Prospecting_Havesaeson_202305;6321,57;377861;6622;199;19758,19;23.05.2023;EUR
Havehjornet_Social_Prospecting_Jul_202312;19685,22;351751;6358;89;52735,74;04.12.2023;DKK
HH_Social_Prospecting_Alm_202510;10468,37;77015;1474;57;21894,06;17.10.2025;DKK
HH_Social_Prospecting_Alm_202303;3660,56;140927;4769;119;12909,47;07.03.2023;EUR
Havehjornet_Social_Prospecting_Alm_202302;11361,58;127695;2164;55;35193,67;26.02.2023;DKK
hh_dk_Social_Retargeting_Alm_202303;3732,68;20601;804;14;10628,57;04.03.2023;DKK
HAVEHJ_Social_Retargeting_Alm_202502;8192,05;58903;2714;30;19970,25;01.02.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202510;14344,66;150406;1980;54;32184,84;03.10.2025;DKK
HH_Social_Prospecting_Jul_202212;24859,82;148572;4910;113;63748,49;10.12.2022;DKK
HH_Social_Retargeting_Alm_202303;1424,45;76854;2249;45;3960,13;09.03.2023;EUR
HH_Social_Prospecting_Havesaeson_202305;5862,13;41479;1923;29;17315,30;25.05.2023;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202204;11277,23;62278;3055;58;25878,98;13.04.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202201;4106,06;28790;956;18;12186,24;26.01.2022;DKK
Havehjornet_Social_Prospecting_Havesaeson_202204;18541,23;179967;2512;87;68206,74;22.04.2022;DKK
Havehjornet_Social_Prospecting_Alm_202301;9809,16;57726;2659;44;21367,37;17.01.2023;DKK
Havehjornet_Social_Prospecting_Havesaeson_202304;8043,68;111963;1050;41;21361,78;30.04.2023;DKK
hh_dk_Social_Prospecting_Alm_202510;3918,12;165008;8605;151;10705,06;29.10.2025;EUR
HH_Social_Retargeting_Alm_202209;2000,57;12130;279;7;5635,62;07.09.2022;DKK
Havehjornet_Social_Retargeting_Jul_202412;6165,90;46236;925;25;14620,21;08.12.2024;DKK
Havehjornet_Social_Retargeting_Alm_202307;9174,80;61312;2625;41;28069,97;04.07.2023;DKK
HAVEHJ_Social_Retargeting_Alm_202502;5577,90;36177;721;28;12667,21;22.02.2025;DKK
hh_dk_Social_Prospecting_Jul_202512_kopi;2063,84;107489;2558;66;5046,06;08.12.2025;EUR
HAVEHJ_Social_Retargeting_Alm_202402_kopi;747,05;30403;922;24;2320,98;05.02.2024;EUR
hh_dk_Social_Retargeting_Alm_202510;6834,82;70246;1658;26;13477,67;13.10.2025;DKK
hh_dk_Social_Retargeting_Alm_202502;1330,27;163965;2614;38;3425,66;23.02.2025;EUR
HH_Social_Prospecting_Alm_202402;3175,89;410644;4468;133;8899,19;23.02.2024;EUR
HH_Social_Prospecting_Jul_202312;8378,93;134806;2584;41;27026,64;13.12.2023;DKK
hh_dk_Social_Retargeting_Alm_202409;3899,57;36599;547;14;10224,48;16.09.2024;DKK
hh_dk_Social_Retargeting_Alm_202410;705,22;77077;659;21;1461,40;30.10.2024;EUR
Havehjornet_Social_Retargeting_Havesaeson_202305;583,50;37981;679;19;1627,52;31.05.2023;EUR
Havehjornet_Social_Retargeting_Havesaeson_202406;5437,01;39287;769;20;15053,55;07.06.2024;DKK
hh_dk_Social_Retargeting_Jul_202412_kopi;5330,03;49310;874;20;13990,29;14.12.2024;DKK
Havehjornet_Social_Prospecting_BlackFriday_202311;51182,14;271841;7643;247;148339,41;20.11.2023;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202206;16772,29;301860;4856;79;64589,43;19.06.2022;DKK
Havehjornet_Social_Retargeting_Havesaeson_202205;10587,07;98577;1384;53;23275,66;12.05.2022;DKK
hh_dk_Social_Retargeting_Havesaeson_202404;12497,34;80006;1750;50;48245,81;01.04.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202201;6453,72;33086;959;24;18897,66;28.01.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202402;7716,30;48667;1260;36;23549,98;27.02.2024;DKK
HH_Social_Retargeting_Havesaeson_202404;2840,66;235186;3945;79;7908,82;14.04.2024;EUR
HH_Social_Prospecting_Alm_202407;19278,64;257731;2437;86;58428,21;15.07.2024;DKK
Havehjornet_Social_Prospecting_Alm_202203;6442,11;311138;7205;208;20350,78;06.03.2022;EUR
hh_dk_Social_Prospecting_BlackFriday_202311;2069,52;77843;4978;63;4651,53;15.11.2023;EUR
Havehjornet_Social_Prospecting_Havesaeson_202204;14671,49;123567;3700;66;45846,17;10.04.2022;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202205;3187,33;266765;3030;106;9828,23;08.05.2022;EUR
Havehjornet_Social_Retargeting_Havesaeson_202506;10421,11;60810;1448;51;30633,86;24.06.2025;DKK
Havehjornet_Social_Retargeting_Alm_202210;1801,00;11755;487;7;4723,81;17.10.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202507;21745,99;275172;4483;94;79835,43;23.07.2025;DKK
Havehjornet_Social_Prospecting_BlackFriday_202411;35185,76;406888;5706;176;113952,89;20.11.2024;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202405;47615,47;313990;15289;217;150467,89;25.05.2024;DKK
HH_Social_Retargeting_Alm_202307;2715,44;26382;611;11;6132,60;19.07.2023;DKK
HH_Social_Retargeting_Havesaeson_202405;7807,97;82310;1240;38;15185,60;13.05.2024;DKK
hh_dk_Social_Prospecting_Havesaeson_202306_kopi;27156,98;256394;5003;111;92411,78;04.06.2023;DKK
Havehjornet_Social_Retargeting_Alm_202410;4932,79;40189;1610;24;9829,76;19.10.2024;DKK
HH_Social_Prospecting_Jul_202512;10027,64;183703;2308;45;30474,07;21.12.2025;DKK
HH_Social_Retargeting_Alm_202207;2762,65;17146;562;11;8125,31;03.07.2022;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202306_kopi;4782,99;79408;716;22;13038,81;05.06.2023;DKK
HH_Social_Retargeting_Alm_202501;7702,34;57892;1547;31;17801,13;26.01.2025;DKK
Havehjornet_Social_Prospecting_Havesaeson_202305;665,04;33660;903;26;1936,55;19.05.2023;EUR
HH_Social_Prospecting_Havesaeson_202505;4269,05;265311;7428;161;14514,15;31.05.2025;EUR
hh_dk_Social_Prospecting_Alm_202503;4063,48;492502;5656;148;8869,35;25.03.2025;EUR
hh_dk_Social_Prospecting_Alm_202203;44105,89;300916;5804;187;101592,28;03.03.2022;DKK
hh_dk_Social_Retargeting_Alm_202409;4068,68;29066;973;16;12476,03;09.09.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202509;2792,49;17554;369;14;7397,96;06.09.2025;DKK
HH_Social_Retargeting_Alm_202401;7745,90;100621;1309;32;30202,23;02.01.2024;DKK
Havehjornet_Social_Retargeting_Alm_202209;450,52;28067;1042;16;1354,67;26.09.2022;EUR
hh_dk_Social_Retargeting_Alm_202209;7037,50;51949;1345;32;17464,81;20.09.2022;DKK
HH_Social_Prospecting_Alm_202507;7153,50;47849;1170;35;18459,48;07.07.2025;DKK
hh_dk_Social_Retargeting_Alm_202501;897,15;53764;868;26;2145,71;13.01.2025;EUR
HH_Social_Retargeting_BlackFriday_202511_kopi;3622,87;19692;867;17;9932,79;03.11.2025;DKK
hh_dk_Social_Prospecting_Alm_202401;8206,96;45712;1343;43;18366,70;29.01.2024;DKK
hh_dk_Social_Retargeting_Alm_202407;5004,47;35255;1108;22;17603,82;19.07.2024;DKK
HH_Social_Retargeting_Alm_202510;8128,44;57379;1070;39;23807,17;18.10.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202501;2237,11;20976;313;9;5515,25;03.01.2025;DKK
Havehjornet_Social_Retargeting_Alm_202201;5697,39;29650;1489;22;17099,65;08.01.2022;DKK
Havehjornet_Social_Prospecting_BlackFriday_202211;62676,26;402618;14218;273;231919,01;09.11.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202308;15342,86;304213;2210;81;43007,25;29.08.2023;DKK
hh_dk_Social_Prospecting_Alm_202301;7209,02;71064;2309;38;14307,31;02.01.2023;DKK
HH_Social_Prospecting_Alm_202303;11379,11;131709;2480;63;32815,79;17.03.2023;DKK
Havehjornet_Social_Prospecting_Alm_202208;29575,83;242351;7173;139;64189,42;02.08.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202209;1848,66;121250;2444;70;5893,04;10.09.2022;EUR
Havehjornet_Social_Prospecting_Alm_202309;2070,01;130494;2843;78;6029,72;09.09.2023;EUR
HAVEHJ_Social_Prospecting_Alm_202401;22322,17;155397;2967;95;45724,91;05.01.2024;DKK
Havehjornet_Social_Retargeting_Alm_202202;2155,95;159406;2378;66;7391,53;16.02.2022;EUR
Havehjornet_Social_Prospecting_Jul_202312_kopi;17004,56;109912;5401;92;41434,12;28.12.2023;DKK
HH_Social_Prospecting_Havesaeson_202504;1628,35;98000;1729;51;6332,81;05.04.2025;EUR
HH_Social_Prospecting_BlackFriday_202511;21062,27;246066;4053;111;63720,00;10.11.2025;DKK
hh_dk_Social_Retargeting_Jul_202212;3841,40;30247;633;17;10176,40;27.12.2022;DKK
hh_dk_Social_Prospecting_Alm_202403;19246,26;104893;4394;84;38024,97;19.03.2024;DKK
HAVEHJ_Social_Retargeting_BlackFriday_202311_kopi;10779,57;60277;1624;40;31627,36;12.11.2023;DKK
hh_dk_Social_Prospecting_Alm_202403;16585,16;86410;2295;91;54020,69;31.03.2024;DKK
hh_dk_Social_Retargeting_Alm_202510;1144,37;102397;2136;39;2614,58;30.10.2025;EUR
hh_dk_Social_Retargeting_Havesaeson_202405_kopi;7723,35;78955;2502;34;19737,41;17.05.2024;DKK
hh_dk_Social_Prospecting_Alm_202507;11565,73;61832;1778;63;38452,06;06.07.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202408;3981,69;25895;566;16;11975,16;06.08.2024;DKK
Havehjornet_Social_Prospecting_Alm_202501;1757,04;66649;2148;59;5590,18;30.01.2025;EUR
hh_dk_Social_Prospecting_Jul_202312;3846,18;268115;6220;117;10578,23;09.12.2023;EUR
HAVEHJ_Social_Retargeting_Havesaeson_202506;8743,39;112872;1254;43;17468,59;27.06.2025;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202505;10196,62;78151;3208;42;17068,62;06.05.2025;DKK
HAVEHJ_Social_Prospecting_Jul_202412;16555,29;262482;3369;78;42933,79;03.12.2024;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202405;725,74;29823;1361;22;1814,89;08.05.2024;EUR
hh_dk_Social_Prospecting_Alm_202501_kopi;4771,40;29907;1154;24;11813,60;18.01.2025;DKK
hh_dk_Social_Prospecting_Alm_202508;22322,60;133212;3324;94;67229,51;07.08.2025;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202405;5565,25;67528;1785;21;16220,31;01.05.2024;DKK
HH_Social_Retargeting_Alm_202207_kopi;816,43;66544;1339;27;2380,76;01.07.2022;EUR
