kampagne;omkostning;klik;visninger;konverteringer;konv_vaerdi;dato;currency
HH_Search_NonBrand_Alm_202201;6928.88;1085;18655;26;13664.18;16-01-2022;DKK
HAVEHJ_Search_Brand_Alm_202308;1829.43;304;5812;9;5796.78;17-08-2023;DKK
hh_dk_Search_NonBrand_BlackFriday_202511_kopi;25806.12;6320;65064;89;61523.31;12-11-2025;DKK
hh_dk_Search_Brand_BlackFriday_202211;8834.19;1106;24424;37;24040.68;28-11-2022;DKK
HH_Search_NonBrand_Alm_202309;3407.05;5969;67297;97;7962.51;28-09-2023;EUR
hh_dk_Search_Brand_Havesaeson_202304_kopi;5737.17;665;15773;30;16900.50;12-04-2023;DKK
HH_Search_Brand_Alm_202409;2383.25;439;9823;12;6841.29;15-09-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202208;10175.09;1187;34825;36;22797.56;24-08-2022;DKK
HH_Search_Brand_Havesaeson_202205;8504.79;1080;40449;35;21262.54;29-05-2022;DKK
hh_dk_Search_Brand_Havesaeson_202404;5897.77;707;21913;25;12210.89;03-04-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202310;2165.28;347;5860;8;4961.16;25-10-2023;DKK
hh_dk_Search_NonBrand_BlackFriday_202311;33352.27;5029;92153;125;80665.93;27-11-2023;DKK
HH_Search_NonBrand_Alm_202503;6044.45;1009;17198;22;11947.29;10-03-2025;DKK
HAVEHJ_Search_Brand_Havesaeson_202306;8190.28;1190;41211;39;19487.43;15-06-2023;DKK
HH_Search_NonBrand_Alm_202203;13223.78;2173;36470;39;26521.49;09-03-2022;DKK
hh_dk_Search_Brand_Havesaeson_202505;3280.26;522;13330;13;12258.63;18-05-2025;DKK
Havehjornet_Search_Brand_Havesaeson_202506;4544.94;915;22977;23;12191.29;19-06-2025;DKK
Havehjornet_Search_Brand_Alm_202208;3497.24;754;10285;14;9144.83;23-08-2022;DKK
HH_Search_NonBrand_Alm_202202;18368.21;3227;82418;53;44221.29;19-02-2022;DKK
HH_Search_NonBrand_Havesaeson_202404;55091.94;8247;154522;194;112857.43;03-04-2024;DKK
HH_Search_Brand_Alm_202408;92.72;142;2317;3;267.75;02-08-2024;EUR
hh_dk_Search_NonBrand_Alm_202401;8557.31;1015;26002;26;17104.37;27-01-2024;DKK
hh_dk_Search_Brand_BlackFriday_202311;10115.69;1484;52283;42;36810.27;15-11-2023;DKK
hh_dk_Search_NonBrand_Alm_202409;10108.53;2166;27682;35;19804.49;29-09-2024;DKK
HAVEHJ_Search_Brand_Havesaeson_202306;5444.97;1125;27565;22;13599.65;24-06-2023;DKK
HH_Search_Brand_Havesaeson_202204;15769.91;2406;94082;63;55583.23;21-04-2022;DKK
hh_dk_Search_Brand_Havesaeson_202404;2816.39;348;7987;15;9618.04;21-04-2024;DKK
hh_dk_Search_Brand_Jul_202212;26822.53;3157;87471;125;98278.73;18-12-2022;DKK
HH_Search_NonBrand_Alm_202203;2087.50;3839;68134;57;4762.35;20-03-2022;EUR
HH_Search_NonBrand_Alm_202503;4701.60;572;13730;17;10018.70;21-03-2025;DKK
HAVEHJ_Search_Brand_Jul_202512;6282.19;1306;31285;26;27372.96;25-12-2025;DKK
HH_Search_NonBrand_Alm_202301;8666.45;1035;21970;33;16862.17;21-01-2023;DKK
HAVEHJ_Search_Brand_Alm_202201;2546.40;414;11587;11;9465.68;12-01-2022;DKK
HAVEHJ_Search_Brand_BlackFriday_202311;9989.79;1295;28477;44;29725.65;02-11-2023;DKK
Havehjornet_Search_NonBrand_Alm_202409;14657.84;3160;40950;54;26228.81;17-09-2024;DKK
HH_Search_Brand_Alm_202410;5773.55;951;23057;30;17410.33;01-10-2024;DKK
HH_Search_Brand_Alm_202209;11068.75;2587;53597;49;30015.69;22-09-2022;DKK
HH_Search_Brand_Alm_202407;5317.20;1080;15622;23;14948.66;05-07-2024;DKK
hh_dk_Search_NonBrand_Havesaeson_202405;21788.83;3022;113474;72;52659.04;10-05-2024;DKK
HAVEHJ_Search_Brand_Alm_202309;6341.55;1007;24103;28;25171.96;25-09-2023;DKK
hh_dk_Search_NonBrand_Jul_202412;35125.09;8143;96519;136;60352.05;12-12-2024;DKK
HH_Search_NonBrand_BlackFriday_202211;4311.61;5450;153203;95;7647.15;07-11-2022;EUR
Havehjornet_Search_NonBrand_BlackFriday_202311;22748.72;2749;92033;74;41444.70;26-11-2023;DKK
HAVEHJ_Search_Brand_Alm_202302;4946.31;1103;16591;21;12875.06;01-02-2023;DKK
HH_Search_Brand_BlackFriday_202311;8793.06;1148;42728;46;36373.64;14-11-2023;DKK
HH_Search_Brand_Alm_202408;12063.26;1407;34582;65;40876.91;27-08-2024;DKK
hh_dk_Search_Brand_Havesaeson_202205;3937.74;719;16997;17;15845.29;24-05-2022;DKK
hh_dk_Search_Brand_Alm_202508;3819.79;670;17094;17;11205.50;07-08-2025;DKK
HH_Search_NonBrand_Jul_202512;4694.21;758;21177;16;9314.23;01-12-2025;DKK
hh_dk_Search_Brand_Havesaeson_202204;7490.72;971;28009;39;18806.93;23-04-2022;DKK
HAVEHJ_Search_NonBrand_Alm_202210;12571.11;2130;55849;37;32146.26;15-10-2022;DKK
HH_Search_Brand_Havesaeson_202506;9506.26;1946;25884;38;26264.26;15-06-2025;DKK
HAVEHJ_Search_Brand_Alm_202601;8272.88;1232;49105;45;30327.51;02-01-2026;DKK
Havehjornet_Search_NonBrand_Havesaeson_202404;33450.10;6842;114482;125;73154.59;27-04-2024;DKK
Havehjornet_Search_Brand_Jul_202312;10867.75;1728;33845;48;29444.72;14-12-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202407;34447.09;8596;116072;104;73611.48;17-07-2024;DKK
hh_dk_Search_Brand_Jul_202312;9847.81;1416;41160;44;30776.10;11-12-2023;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202406;54461.32;11686;200005;170;108927.68;06-06-2024;DKK
hh_dk_Search_Brand_Alm_202501;2062.58;493;10165;8;7211.68;20-01-2025;DKK
HH_Search_Brand_Havesaeson_202504;19025.84;3045;56065;88;57341.03;21-04-2025;DKK
hh_dk_Search_Brand_Havesaeson_202505;12075.45;1814;34866;53;50059.09;15-05-2025;DKK
HH_Search_Brand_Alm_202301;5184.82;1014;16987;26;17665.81;19-01-2023;DKK
Havehjornet_Search_Brand_BlackFriday_202511;10541.70;1535;32165;44;24045.37;05-11-2025;DKK
HH_Search_Brand_Alm_202401;914.78;1390;20196;34;3046.77;01-01-2024;EUR
Havehjornet_Search_Brand_Alm_202409;11260.81;1481;57006;50;28971.97;22-09-2024;DKK
HH_Search_NonBrand_Jul_202312;34690.23;5302;137581;117;76747.65;16-12-2023;DKK
Havehjornet_Search_NonBrand_Alm_202310;10573.06;1295;30988;39;23632.86;14-10-2023;DKK
Havehjornet_Search_Brand_Havesaeson_202506;14148.67;1965;86379;60;44349.14;04-06-2025;DKK
hh_dk_Search_NonBrand_Havesaeson_202304;15719.11;3398;43932;49;32118.93;11-04-2023;DKK
HAVEHJ_Search_Brand_Alm_202508;6609.09;887;33985;32;17938.35;19-08-2025;DKK
HAVEHJ_Search_Brand_BlackFriday_202511;3525.55;534;10676;19;9145.76;04-11-2025;DKK
Havehjornet_Search_NonBrand_Alm_202307;23237.57;3476;70671;72;69203.66;23-07-2023;DKK
HH_Search_NonBrand_Jul_202512;12593.54;3078;68779;48;26994.77;28-12-2025;DKK
Havehjornet_Search_Brand_Havesaeson_202306;5489.98;920;15208;26;14843.26;05-06-2023;DKK
Havehjornet_Search_Brand_Jul_202212;6775.94;1243;21162;31;18206.93;23-12-2022;DKK
Havehjornet_Search_Brand_Havesaeson_202306;10881.79;1781;62744;59;29419.40;14-06-2023;DKK
hh_dk_Search_NonBrand_Havesaeson_202506_kopi;30601.44;7596;107564;92;58639.23;23-06-2025;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202305;2671.11;3303;91855;70;4643.45;28-05-2023;EUR
HH_Search_Brand_BlackFriday_202411;20774.01;2858;72955;87;51646.57;21-11-2024;DKK
HH_Search_NonBrand_Alm_202309;4403.36;490;13647;16;9625.89;05-09-2023;DKK
HH_Search_NonBrand_Alm_202410;5355.22;889;17616;16;11550.26;12-10-2024;DKK
hh_dk_Search_NonBrand_Alm_202410;37004.03;7177;134100;112;76626.01;26-10-2024;DKK
Havehjornet_Search_Brand_Havesaeson_202505;6072.11;888;15726;26;17418.95;21-05-2025;DKK
Havehjornet_Search_Brand_Jul_202512;3276.40;406;11066;18;8016.71;17-12-2025;DKK
Havehjornet_Search_Brand_Alm_202510_kopi;11689.75;2210;34427;51;28231.95;20-10-2025;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202206;17764.52;2368;74581;60;33236.92;05-06-2022;DKK
hh_dk_Search_Brand_Havesaeson_202304;2916.25;341;7301;14;7597.71;16-04-2023;DKK
HH_Search_Brand_Alm_202510;4135.74;461;10453;23;12738.55;16-10-2025;DKK
HH_Search_Brand_Havesaeson_202204;392.78;369;14383;14;1015.71;15-04-2022;EUR
HH_Search_Brand_Havesaeson_202405;3601.77;735;13502;15;9401.72;23-05-2024;DKK
hh_dk_Search_Brand_Havesaeson_202304;6623.73;817;16959;29;23058.65;06-04-2023;DKK
Havehjornet_Search_NonBrand_Alm_202408;16727.03;2564;43077;58;32084.66;04-08-2024;DKK
Havehjornet_Search_NonBrand_Alm_202208;8532.46;1785;24900;28;17515.45;15-08-2022;DKK
Havehjornet_Search_Brand_BlackFriday_202311;11376.20;1517;32540;49;29594.71;07-11-2023;DKK
hh_dk_Search_Brand_Alm_202509;1199.59;1159;45730;40;2730.03;23-09-2025;EUR
hh_dk_Search_NonBrand_Alm_202307_kopi;14709.09;1725;88246;46;37845.80;17-07-2023;DKK
HH_Search_Brand_Alm_202508;4640.07;699;21836;19;14834.97;12-08-2025;DKK
hh_dk_Search_Brand_Alm_202509;4649.40;549;17499;23;11533.50;29-09-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202308;16967.00;3508;44425;52;43282.55;16-08-2023;DKK
HH_Search_NonBrand_Alm_202203;9160.93;1871;45202;27;22749.37;24-03-2022;DKK
hh_dk_Search_NonBrand_Alm_202407;24125.94;3726;60800;71;52132.53;11-07-2024;DKK
Havehjornet_Search_Brand_Havesaeson_202205;10454.30;1282;27374;51;27863.25;07-05-2022;DKK
HH_Search_NonBrand_Alm_202201;22416.05;3330;76959;73;53608.04;20-01-2022;DKK
HAVEHJ_Search_NonBrand_Alm_202307;1634.83;194;8720;6;3485.66;30-07-2023;DKK
hh_dk_Search_NonBrand_Alm_202408;15035.87;1770;95464;48;36750.04;09-08-2024;DKK
HH_Search_Brand_Alm_202201;5366.44;701;21905;22;13671.77;21-01-2022;DKK
HH_Search_Brand_Alm_202201;118.56;134;2424;4;368.98;13-01-2022;EUR
Havehjornet_Search_NonBrand_BlackFriday_202511_kopi;24989.35;2905;66336;79;54618.49;16-11-2025;DKK
HH_Search_Brand_Alm_202201;3145.84;644;13214;16;7699.50;23-01-2022;DKK
Havehjornet_Search_NonBrand_Alm_202210;15348.22;1765;42614;49;29412.98;02-10-2022;DKK
HH_Search_Brand_Alm_202510_kopi;15251.37;3513;80335;64;42309.88;31-10-2025;DKK
HH_Search_NonBrand_Alm_202309;10048.92;1234;39306;31;18032.22;15-09-2023;DKK
HH_Search_Brand_Alm_202209;17670.70;2020;61394;84;45032.59;13-09-2022;DKK
Havehjornet_Search_Brand_Havesaeson_202504;6294.89;958;34120;33;16684.23;03-04-2025;DKK
Havehjornet_Search_Brand_BlackFriday_202211;8083.53;1461;51323;38;29064.41;30-11-2022;DKK
HH_Search_NonBrand_Havesaeson_202304;33705.87;7467;121294;106;77248.23;04-04-2023;DKK
Havehjornet_Search_NonBrand_Alm_202308;5427.56;988;17161;18;11872.93;14-08-2023;DKK
hh_dk_Search_NonBrand_Havesaeson_202505;45503.65;7589;155535;148;96013.20;25-05-2025;DKK
hh_dk_Search_Brand_Alm_202302;8635.97;1934;22845;41;31869.26;27-02-2023;DKK
HH_Search_Brand_Alm_202210;5021.24;1091;13883;25;11717.89;24-10-2022;DKK
HH_Search_Brand_Jul_202512;16612.84;3930;91711;74;38269.29;19-12-2025;DKK
HH_Search_Brand_Alm_202510;2392.83;366;6429;13;7620.11;25-10-2025;DKK
Havehjornet_Search_NonBrand_Alm_202310;27573.26;4076;75462;88;62390.88;01-10-2023;DKK
hh_dk_Search_Brand_Havesaeson_202506;15416.38;3214;84885;64;45877.88;11-06-2025;DKK
Havehjornet_Search_Brand_Alm_202208;501.67;626;9679;16;1408.60;15-08-2022;EUR
Havehjornet_Search_Brand_BlackFriday_202511;9434.49;2151;26406;51;28380.59;08-11-2025;DKK
HH_Search_NonBrand_Alm_202203;27788.69;3551;149298;87;66316.68;17-03-2022;DKK
hh_dk_Search_NonBrand_Alm_202502;16851.95;1954;42573;59;46775.18;07-02-2025;DKK
HAVEHJ_Search_NonBrand_Jul_202312;6731.84;1374;22779;23;14339.79;10-12-2023;DKK
HH_Search_Brand_Jul_202212;15248.87;1889;48848;69;56821.62;16-12-2022;DKK
HAVEHJ_Search_NonBrand_Alm_202410;9963.14;1289;26556;34;19479.60;21-10-2024;DKK
Havehjornet_Search_NonBrand_Havesaeson_202206;1414.76;1734;36924;35;4056.41;29-06-2022;EUR
HAVEHJ_Search_NonBrand_Havesaeson_202306;3392.59;5762;125990;73;6149.59;30-06-2023;EUR
HAVEHJ_Search_Brand_Havesaeson_202504;12189.04;1942;77238;57;39188.12;17-04-2025;DKK
HH_Search_Brand_Alm_202409_kopi;6406.73;726;24384;31;15403.31;23-09-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202507_kopi;12799.45;1534;47417;49;25840.14;08-07-2025;DKK
hh_dk_Search_Brand_Alm_202202;7957.60;1748;33509;34;25428.39;21-02-2022;DKK
hh_dk_Search_Brand_Alm_202208_kopi;5404.20;784;25578;24;15868.21;12-08-2022;DKK
Havehjornet_Search_NonBrand_Alm_202403;12955.58;2204;34636;47;28424.33;14-03-2024;DKK
HH_Search_NonBrand_Havesaeson_202306;17083.82;2611;91705;62;39385.07;18-06-2023;DKK
hh_dk_Search_NonBrand_Jul_202212;53873.95;6319;293610;169;90364.67;01-12-2022;DKK
HH_Search_NonBrand_Alm_202201;3062.74;562;12783;11;5846.73;07-01-2022;DKK
Havehjornet_Search_Brand_Alm_202502;5817.49;808;27911;26;17174.69;05-02-2025;DKK
HH_Search_Brand_Alm_202408;6234.52;798;32433;27;17553.83;31-08-2024;DKK
HAVEHJ_Search_Brand_Alm_202409;8156.91;1793;34630;34;20272.01;26-09-2024;DKK
Havehjornet_Search_NonBrand_Jul_202512;965.79;1298;26943;28;2300.64;29-12-2025;EUR
HH_Search_Brand_Alm_202503;3499.61;403;11803;14;13972.02;01-03-2025;DKK
hh_dk_Search_NonBrand_Alm_202501;9900.01;1569;62582;29;21994.57;27-01-2025;DKK
hh_dk_Search_Brand_Alm_202502;9680.41;2105;29953;48;35445.46;14-02-2025;DKK
HH_Search_Brand_Alm_202502;11314.54;1609;53694;50;34407.17;08-02-2025;DKK
HH_Search_NonBrand_Alm_202501;3571.77;642;14694;11;5338.06;14-01-2025;DKK
HAVEHJ_Search_Brand_Alm_202502;15308.56;3047;65971;63;51455.40;21-02-2025;DKK
Havehjornet_Search_NonBrand_Alm_202209;7290.74;1408;32794;27;17712.12;02-09-2022;DKK
HH_Search_Brand_Alm_202410;7595.50;1056;20024;38;22823.24;07-10-2024;DKK
HAVEHJ_Search_Brand_Alm_202403;2398.03;553;11498;10;6933.27;13-03-2024;DKK
hh_dk_Search_Brand_Havesaeson_202206;13944.53;1736;51309;63;46522.08;02-06-2022;DKK
hh_dk_Search_Brand_Jul_202212;5476.81;1006;15720;27;15389.92;02-12-2022;DKK
HAVEHJ_Search_NonBrand_Alm_202201;8564.33;1742;37039;26;17632.14;06-01-2022;DKK
Havehjornet_Search_NonBrand_Alm_202510;15195.96;2591;79805;50;40957.99;27-10-2025;DKK
HH_Search_NonBrand_Havesaeson_202305;50439.04;6033;306541;146;96082.73;25-05-2023;DKK
HAVEHJ_Search_Brand_Alm_202510;9191.95;1561;43621;41;31856.17;24-10-2025;DKK
hh_dk_Search_Brand_BlackFriday_202311;7152.20;1567;18244;39;23834.15;20-11-2023;DKK
hh_dk_Search_NonBrand_Alm_202401;21542.14;4935;65763;73;51481.45;08-01-2024;DKK
Havehjornet_Search_Brand_Havesaeson_202405;12766.82;1485;34459;58;30834.85;13-05-2024;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202506;8895.85;1637;45539;29;18384.46;30-06-2025;DKK
Havehjornet_Search_Brand_Alm_202208;12692.76;2839;43279;61;38934.70;22-08-2022;DKK
HAVEHJ_Search_Brand_Havesaeson_202405;1601.66;2325;36233;57;4902.28;05-05-2024;EUR
HAVEHJ_Search_Brand_Alm_202407;921.75;111;4398;4;2399.77;25-07-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202507;7615.07;1133;20664;26;21053.79;04-07-2025;DKK
hh_dk_Search_Brand_Alm_202303;2428.09;547;8360;12;7534.85;17-03-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202201;1081.12;1881;39225;27;2344.16;13-01-2022;EUR
HH_Search_Brand_Havesaeson_202506;1105.35;1843;24272;35;3172.34;22-06-2025;EUR
HH_Search_NonBrand_Alm_202307;5109.05;7780;111272;145;9047.59;02-07-2023;EUR
HAVEHJ_Search_Brand_Jul_202212;800.81;706;21559;25;3065.44;09-12-2022;EUR
HH_Search_NonBrand_Alm_202508;13693.03;2097;75247;44;25297.65;05-08-2025;DKK
HH_Search_Brand_Havesaeson_202306;1509.97;1357;66416;52;4605.30;06-06-2023;EUR
HH_Search_NonBrand_Jul_202412;11894.72;2507;59914;34;26245.59;23-12-2024;DKK
hh_dk_Search_NonBrand_Alm_202601;7397.85;1624;26894;23;14663.49;02-01-2026;DKK
Havehjornet_Search_Brand_Alm_202310_kopi;4635.34;628;15877;25;15970.05;15-10-2023;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202306;62666.04;7869;158934;231;142706.21;01-06-2023;DKK
Havehjornet_Search_NonBrand_Havesaeson_202504;25982.46;2912;77302;86;63792.12;06-04-2025;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202406;24501.15;3607;119786;71;59424.55;28-06-2024;DKK
hh_dk_Search_Brand_Havesaeson_202405;8052.18;1397;24682;39;21716.52;31-05-2024;DKK
HAVEHJ_Search_Brand_Alm_202201;418.18;628;13851;14;1075.67;29-01-2022;EUR
hh_dk_Search_NonBrand_Alm_202303_kopi;2702.91;2372;113459;74;6354.21;10-03-2023;EUR
HH_Search_NonBrand_BlackFriday_202311;14906.06;1749;42401;50;32933.33;14-11-2023;DKK
Havehjornet_Search_NonBrand_Havesaeson_202404;33992.39;7251;96236;125;83262.60;09-04-2024;DKK
HH_Search_NonBrand_Alm_202501;13775.03;2877;54053;40;30961.15;31-01-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202209;4540.22;675;12984;14;10362.50;08-09-2022;DKK
HAVEHJ_Search_Brand_Alm_202302;7377.23;1232;45896;32;25818.99;20-02-2023;DKK
hh_dk_Search_Brand_Alm_202502;13232.47;1952;49684;54;37105.02;15-02-2025;DKK
hh_dk_Search_NonBrand_Alm_202201;8881.06;1184;23969;26;20550.33;25-01-2022;DKK
Havehjornet_Search_Brand_Alm_202207;4994.70;1135;32330;21;13465.76;24-07-2022;DKK
Havehjornet_Search_Brand_Havesaeson_202504;6935.69;1010;33185;31;17062.29;11-04-2025;DKK
hh_dk_Search_NonBrand_Alm_202401;5831.34;1115;16460;21;9814.88;19-01-2024;DKK
Havehjornet_Search_Brand_Alm_202301;4551.32;611;15593;19;13464.88;23-01-2023;DKK
HH_Search_Brand_Alm_202210;6557.28;920;39916;29;22174.38;05-10-2022;DKK
Havehjornet_Search_Brand_Alm_202202;6150.44;946;16805;30;17434.83;14-02-2022;DKK
hh_dk_Search_Brand_Alm_202510_kopi;5210.55;951;34612;28;15773.00;10-10-2025;DKK
Havehjornet_Search_Brand_Alm_202308;2843.54;343;7634;12;9733.81;22-08-2023;DKK
HH_Search_Brand_Havesaeson_202506;1320.79;1347;39696;47;3719.66;23-06-2025;EUR
HH_Search_NonBrand_Havesaeson_202504;37382.83;6349;130747;112;87742.85;14-04-2025;DKK
HAVEHJ_Search_Brand_Alm_202401;4711.63;562;25027;20;11962.79;05-01-2024;DKK
Havehjornet_Search_Brand_Jul_202412;9289.73;1082;44717;50;26934.88;25-12-2024;DKK
Havehjornet_Search_Brand_Alm_202303;680.20;580;12728;23;1807.27;23-03-2023;EUR
HAVEHJ_Search_Brand_BlackFriday_202211;11916.43;1861;32888;57;38367.29;07-11-2022;DKK
hh_dk_Search_Brand_Alm_202202;15131.44;3141;40721;67;41580.06;07-02-2022;DKK
hh_dk_Search_NonBrand_Alm_202402;7016.70;1321;23956;25;15901.95;13-02-2024;DKK
HAVEHJ_Search_Brand_Havesaeson_202305;11551.00;2526;37605;49;29751.11;24-05-2023;DKK
HH_Search_NonBrand_Havesaeson_202505;78343.44;18564;214063;244;201966.30;17-05-2025;DKK
Havehjornet_Search_Brand_Havesaeson_202205;11733.46;2131;50722;57;42493.20;06-05-2022;DKK
hh_dk_Search_Brand_Alm_202210;4504.58;1031;19658;24;14459.00;13-10-2022;DKK
HAVEHJ_Search_Brand_Havesaeson_202204;2838.65;499;14964;12;8784.70;02-04-2022;DKK
HAVEHJ_Search_NonBrand_Alm_202209;10756.49;2243;52778;33;21901.99;18-09-2022;DKK
Havehjornet_Search_Brand_Havesaeson_202206_kopi;15789.14;1816;95641;81;49503.82;01-06-2022;DKK
Havehjornet_Search_Brand_Havesaeson_202504;4473.57;905;25104;18;12976.97;06-04-2025;DKK
HH_Search_NonBrand_Havesaeson_202204;39625.74;6562;112064;122;72769.48;28-04-2022;DKK
Havehjornet_Search_NonBrand_Alm_202202;16951.56;2286;109182;62;34351.85;11-02-2022;DKK
HH_Search_Brand_Alm_202203;5537.28;761;18380;27;14985.15;14-03-2022;DKK
HH_Search_Brand_Havesaeson_202505;5035.75;577;32404;27;12048.92;01-05-2025;DKK
hh_dk_Search_NonBrand_Havesaeson_202306;32438.23;5407;88573;122;53692.36;20-06-2023;DKK
Havehjornet_Search_NonBrand_Alm_202201;3532.45;414;21723;11;8397.02;05-01-2022;DKK
hh_dk_Search_NonBrand_Alm_202307;2214.31;1873;43963;59;3948.03;19-07-2023;EUR
Havehjornet_Search_Brand_Havesaeson_202406;9191.19;1266;31508;46;33812.72;25-06-2024;DKK
Havehjornet_Search_Brand_Havesaeson_202504;2023.08;279;5734;9;7120.30;23-04-2025;DKK
hh_dk_Search_NonBrand_Havesaeson_202505;4055.00;6389;169839;109;9380.96;01-05-2025;EUR
Havehjornet_Search_Brand_Alm_202209;3309.87;572;9288;13;8501.13;26-09-2022;DKK
hh_dk_Search_Brand_Alm_202401;4566.12;878;22512;22;13102.00;11-01-2024;DKK
Havehjornet_Search_Brand_Havesaeson_202206;5775.12;697;19319;31;14413.02;07-06-2022;DKK
Havehjornet_Search_Brand_Alm_202410;768.38;1367;23858;30;2563.59;13-10-2024;EUR
HH_Search_Brand_Alm_202209;4294.75;670;13354;19;11259.47;03-09-2022;DKK
HAVEHJ_Search_Brand_Jul_202312;7106.33;1474;29134;28;24643.21;25-12-2023;DKK
HH_Search_NonBrand_Alm_202501;730.64;1130;14186;20;1732.95;08-01-2025;EUR
Havehjornet_Search_Brand_Alm_202309;12921.31;2090;71076;64;41354.48;26-09-2023;DKK
hh_dk_Search_Brand_BlackFriday_202311;11348.07;2010;36377;62;30832.71;22-11-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202503;1228.82;1428;38396;29;1892.61;13-03-2025;EUR
HAVEHJ_Search_Brand_Alm_202409;5536.53;736;19086;28;14594.04;11-09-2024;DKK
HH_Search_Brand_Alm_202401_kopi;6139.31;683;33894;28;16691.81;13-01-2024;DKK
HH_Search_Brand_Havesaeson_202404;4930.04;1178;23055;20;13998.48;25-04-2024;DKK
Havehjornet_Search_NonBrand_Havesaeson_202504;60499.78;10415;194720;183;120032.49;28-04-2025;DKK
Havehjornet_Search_Brand_Alm_202208;4939.87;595;15516;24;15690.26;31-08-2022;DKK
HH_Search_NonBrand_Alm_202402;9392.94;1573;38125;32;21321.38;28-02-2024;DKK
HAVEHJ_Search_Brand_Alm_202202;5665.93;1022;20935;30;22040.13;06-02-2022;DKK
hh_dk_Search_Brand_Alm_202203;11236.39;1714;32049;51;33193.91;10-03-2022;DKK
Havehjornet_Search_NonBrand_Havesaeson_202405;41276.89;4631;104800;143;93006.78;05-05-2024;DKK
HAVEHJ_Search_Brand_Alm_202410_kopi;8730.14;2101;28753;39;29149.78;03-10-2024;DKK
HH_Search_Brand_Alm_202509;2952.57;349;7595;14;9399.88;19-09-2025;DKK
Havehjornet_Search_NonBrand_Alm_202508;17183.21;2041;53810;55;33314.44;24-08-2025;DKK
HH_Search_Brand_Alm_202501;4437.39;867;15638;22;15639.11;10-01-2025;DKK
HAVEHJ_Search_NonBrand_BlackFriday_202511;17762.90;2071;83182;52;36234.32;27-11-2025;DKK
Havehjornet_Search_NonBrand_Alm_202308;5939.92;1078;26947;21;14696.40;04-08-2023;DKK
Havehjornet_Search_Brand_Jul_202212;11890.60;2677;54804;64;34968.31;04-12-2022;DKK
Havehjornet_Search_NonBrand_BlackFriday_202211;16265.55;1940;48908;49;36018.75;26-11-2022;DKK
hh_dk_Search_Brand_Alm_202409;5134.41;790;28687;21;19415.45;28-09-2024;DKK
HH_Search_NonBrand_BlackFriday_202411;436.19;416;16490;10;1039.27;25-11-2024;EUR
Havehjornet_Search_NonBrand_Alm_202501;11759.61;1363;39814;37;24996.11;19-01-2025;DKK
HH_Search_NonBrand_Alm_202403_kopi;16340.50;1973;94960;58;30849.32;18-03-2024;DKK
hh_dk_Search_NonBrand_Alm_202509;12560.86;2462;75781;38;19842.36;04-09-2025;DKK
Havehjornet_Search_Brand_Alm_202310_kopi;512.88;651;14849;20;2104.26;17-10-2023;EUR
HH_Search_NonBrand_Havesaeson_202505;4957.72;6580;144587;135;11951.82;09-05-2025;EUR
HH_Search_NonBrand_Alm_202309;29498.51;3566;79499;92;63029.02;14-09-2023;DKK
Havehjornet_Search_NonBrand_Alm_202510;17248.49;2054;56020;62;32598.75;31-10-2025;DKK
Havehjornet_Search_NonBrand_Alm_202210;11163.69;2394;38235;40;23791.45;24-10-2022;DKK
HAVEHJ_Search_Brand_Alm_202201;4237.20;561;20665;19;9714.01;10-01-2022;DKK
HAVEHJ_Search_Brand_Alm_202207;5838.91;1065;16509;26;22079.70;15-07-2022;DKK
HH_Search_NonBrand_Havesaeson_202505;28563.73;5236;93825;94;72587.46;13-05-2025;DKK
hh_dk_Search_NonBrand_Alm_202302;854.71;1413;20394;21;2254.20;13-02-2023;EUR
hh_dk_Search_Brand_BlackFriday_202211;4864.66;1032;23303;24;15552.13;25-11-2022;DKK
Havehjornet_Search_NonBrand_Havesaeson_202305;23333.92;3333;80911;69;44918.34;18-05-2023;DKK
Havehjornet_Search_NonBrand_BlackFriday_202411;33247.81;7262;145478;97;103086.48;22-11-2024;DKK
HH_Search_Brand_Jul_202412;15900.01;3494;54179;80;43768.11;11-12-2024;DKK
hh_dk_Search_NonBrand_Havesaeson_202304;32295.79;3691;87621;96;74816.80;20-04-2023;DKK
hh_dk_Search_Brand_Alm_202507;4334.46;1031;15604;18;9250.33;29-07-2025;DKK
HH_Search_Brand_Havesaeson_202505;5014.29;564;26778;24;14801.73;28-05-2025;DKK
hh_dk_Search_Brand_Alm_202202;10354.88;1810;56467;42;35375.30;22-02-2022;DKK
